"Break","Forecast For","Collected At","Days Out","Predicted Rating","Latest Rating","Absolute Error","Previous Rating","Rating Change"
"Tourmaline",2026-04-30 17:00:00,2026-04-29 01:00:00,1.7,1.78,2,0.22,1.76,0.02
"Tourmaline",2026-04-30 17:00:00,2026-04-30 03:00:00,0.6,1.91,2,0.09,1.78,0.13
"Tourmaline",2026-04-30 17:00:00,2026-05-01 01:00:00,-0.3,2,2,0,1.91,0.09
"Tourmaline",2026-04-30 18:00:00,2026-04-27,3.8,1.68,1.9,0.22,NA,NA
"Tourmaline",2026-04-30 18:00:00,2026-04-28 01:00:00,2.7,1.59,1.9,0.31,1.68,-0.09
"Tourmaline",2026-04-30 18:00:00,2026-04-29 01:00:00,1.7,1.72,1.9,0.18,1.59,0.13
"Tourmaline",2026-04-30 18:00:00,2026-04-30 03:00:00,0.6,1.66,1.9,0.24,1.72,-0.06
"Tourmaline",2026-04-30 18:00:00,2026-05-01 01:00:00,-0.3,1.9,1.9,0,1.66,0.24
"Tourmaline",2026-04-30 19:00:00,2026-04-27,3.8,1.54,1.64,0.1,NA,NA
"Tourmaline",2026-04-30 19:00:00,2026-04-28 01:00:00,2.8,1.51,1.64,0.13,1.54,-0.03
"Tourmaline",2026-04-30 19:00:00,2026-04-29 01:00:00,1.8,1.52,1.64,0.12,1.51,0.01
"Tourmaline",2026-04-30 19:00:00,2026-04-30 03:00:00,0.7,1.45,1.64,0.19,1.52,-0.07
"Tourmaline",2026-04-30 19:00:00,2026-05-01 01:00:00,-0.3,1.64,1.64,0,1.45,0.19
"Tourmaline",2026-04-30 20:00:00,2026-04-27,3.8,1.45,1.56,0.11,NA,NA
"Tourmaline",2026-04-30 20:00:00,2026-04-28 01:00:00,2.8,1.35,1.56,0.21,1.45,-0.1
"Tourmaline",2026-04-30 20:00:00,2026-04-29 01:00:00,1.8,1.29,1.56,0.27,1.35,-0.06
"Tourmaline",2026-04-30 20:00:00,2026-04-30 03:00:00,0.7,1.37,1.56,0.19,1.29,0.08
"Tourmaline",2026-04-30 20:00:00,2026-05-01 01:00:00,-0.2,1.56,1.56,0,1.37,0.19
"Tourmaline",2026-04-30 21:00:00,2026-04-27,3.9,1.37,1.48,0.11,NA,NA
"Tourmaline",2026-04-30 21:00:00,2026-04-28 01:00:00,2.8,1.24,1.48,0.24,1.37,-0.13
"Tourmaline",2026-04-30 21:00:00,2026-04-29 01:00:00,1.8,1.24,1.48,0.24,1.24,0
"Tourmaline",2026-04-30 21:00:00,2026-04-30 03:00:00,0.8,1.27,1.48,0.21,1.24,0.03
"Tourmaline",2026-04-30 21:00:00,2026-05-01 01:00:00,-0.2,1.48,1.48,0,1.27,0.21
"Tourmaline",2026-04-30 22:00:00,2026-04-27,3.9,1.45,1.43,0.02,NA,NA
"Tourmaline",2026-04-30 22:00:00,2026-04-28 01:00:00,2.9,1.26,1.43,0.17,1.45,-0.19
"Tourmaline",2026-04-30 22:00:00,2026-04-29 01:00:00,1.9,1.19,1.43,0.24,1.26,-0.07
"Tourmaline",2026-04-30 22:00:00,2026-04-30 03:00:00,0.8,1.32,1.43,0.11,1.19,0.13
"Tourmaline",2026-04-30 22:00:00,2026-05-01 01:00:00,-0.1,1.43,1.43,0,1.32,0.11
"Tourmaline",2026-04-30 23:00:00,2026-04-27,4,1.36,1.46,0.1,NA,NA
"Tourmaline",2026-04-30 23:00:00,2026-04-28 01:00:00,2.9,1.19,1.46,0.27,1.36,-0.17
"Tourmaline",2026-04-30 23:00:00,2026-04-29 01:00:00,1.9,1.18,1.46,0.28,1.19,-0.01
"Tourmaline",2026-04-30 23:00:00,2026-04-30 03:00:00,0.8,1.4,1.46,0.06,1.18,0.22
"Tourmaline",2026-04-30 23:00:00,2026-05-01 01:00:00,-0.1,1.46,1.46,0,1.4,0.06
"Tourmaline",2026-05-01,2026-04-27,4,1.37,1.57,0.2,NA,NA
"Tourmaline",2026-05-01,2026-04-28 01:00:00,3,1.23,1.57,0.34,1.37,-0.14
"Tourmaline",2026-05-01,2026-04-29 01:00:00,2,1.33,1.57,0.24,1.23,0.1
"Tourmaline",2026-05-01,2026-04-30 03:00:00,0.9,1.44,1.57,0.13,1.33,0.11
"Tourmaline",2026-05-01,2026-05-01 01:00:00,0,1.57,1.57,0,1.44,0.13
"Tourmaline",2026-05-01 01:00:00,2026-04-27,4,1.48,1.58,0.1,NA,NA
"Tourmaline",2026-05-01 01:00:00,2026-04-28 01:00:00,3,1.43,1.58,0.15,1.48,-0.05
"Tourmaline",2026-05-01 01:00:00,2026-04-29 01:00:00,2,1.47,1.58,0.11,1.43,0.04
"Tourmaline",2026-05-01 01:00:00,2026-04-30 03:00:00,0.9,1.58,1.58,0,1.47,0.11
"Tourmaline",2026-05-01 01:00:00,2026-05-01 01:00:00,0,1.58,1.58,0,1.58,0
"Tourmaline",2026-05-01 02:00:00,2026-04-27,4.1,1.52,1.62,0.1,NA,NA
"Tourmaline",2026-05-01 02:00:00,2026-04-28 01:00:00,3,1.43,1.62,0.19,1.52,-0.09
"Tourmaline",2026-05-01 02:00:00,2026-04-29 01:00:00,2,1.47,1.62,0.15,1.43,0.04
"Tourmaline",2026-05-01 02:00:00,2026-04-30 03:00:00,1,1.55,1.62,0.07,1.47,0.08
"Tourmaline",2026-05-01 02:00:00,2026-05-01 01:00:00,0,1.62,1.62,0,1.55,0.07
"Tourmaline",2026-05-01 03:00:00,2026-04-27,4.1,1.74,1.65,0.09,NA,NA
"Tourmaline",2026-05-01 03:00:00,2026-04-28 01:00:00,3.1,1.64,1.65,0.01,1.74,-0.1
"Tourmaline",2026-05-01 03:00:00,2026-04-29 01:00:00,2.1,1.68,1.65,0.03,1.64,0.04
"Tourmaline",2026-05-01 03:00:00,2026-04-30 03:00:00,1,1.62,1.65,0.03,1.68,-0.06
"Tourmaline",2026-05-01 03:00:00,2026-05-01 01:00:00,0.1,1.65,1.65,0,1.62,0.03
"Tourmaline",2026-05-01 04:00:00,2026-04-27,4.2,1.72,1.62,0.1,NA,NA
"Tourmaline",2026-05-01 04:00:00,2026-04-28 01:00:00,3.1,1.64,1.62,0.02,1.72,-0.08
"Tourmaline",2026-05-01 04:00:00,2026-04-29 01:00:00,2.1,1.65,1.62,0.03,1.64,0.01
"Tourmaline",2026-05-01 04:00:00,2026-04-30 03:00:00,1,1.61,1.62,0.01,1.65,-0.04
"Tourmaline",2026-05-01 04:00:00,2026-05-01 01:00:00,0.1,1.62,1.62,0,1.61,0.01
"Tourmaline",2026-05-01 05:00:00,2026-04-27,4.2,1.7,1.61,0.09,NA,NA
"Tourmaline",2026-05-01 05:00:00,2026-04-28 01:00:00,3.2,1.64,1.61,0.03,1.7,-0.06
"Tourmaline",2026-05-01 05:00:00,2026-04-29 01:00:00,2.2,1.67,1.61,0.06,1.64,0.03
"Tourmaline",2026-05-01 05:00:00,2026-04-30 03:00:00,1.1,1.75,1.61,0.14,1.67,0.08
"Tourmaline",2026-05-01 05:00:00,2026-05-01 01:00:00,0.2,1.61,1.61,0,1.75,-0.14
"Tourmaline",2026-05-01 06:00:00,2026-04-27,4.3,1.74,1.74,0,NA,NA
"Tourmaline",2026-05-01 06:00:00,2026-04-28 01:00:00,3.2,1.73,1.74,0.01,1.74,-0.01
"Tourmaline",2026-05-01 06:00:00,2026-04-29 01:00:00,2.2,1.72,1.74,0.02,1.73,-0.01
"Tourmaline",2026-05-01 06:00:00,2026-04-30 03:00:00,1.1,1.79,1.74,0.05,1.72,0.07
"Tourmaline",2026-05-01 06:00:00,2026-05-01 01:00:00,0.2,1.74,1.74,0,1.79,-0.05
"Tourmaline",2026-05-01 07:00:00,2026-04-27,4.3,1.87,1.76,0.11,NA,NA
"Tourmaline",2026-05-01 07:00:00,2026-04-28 01:00:00,3.3,1.83,1.76,0.07,1.87,-0.04
"Tourmaline",2026-05-01 07:00:00,2026-04-29 01:00:00,2.3,1.91,1.76,0.15,1.83,0.08
"Tourmaline",2026-05-01 07:00:00,2026-04-30 03:00:00,1.2,1.82,1.76,0.06,1.91,-0.09
"Tourmaline",2026-05-01 07:00:00,2026-05-01 01:00:00,0.3,1.79,1.76,0.03,1.82,-0.03
"Tourmaline",2026-05-01 07:00:00,2026-05-01 08:00:00,0,1.76,1.76,0,1.79,-0.03
"Tourmaline",2026-05-01 08:00:00,2026-04-27,4.3,1.88,2.1,0.22,NA,NA
"Tourmaline",2026-05-01 08:00:00,2026-04-28 01:00:00,3.3,1.84,2.1,0.26,1.88,-0.04
"Tourmaline",2026-05-01 08:00:00,2026-04-29 01:00:00,2.3,1.98,2.1,0.12,1.84,0.14
"Tourmaline",2026-05-01 08:00:00,2026-04-30 03:00:00,1.2,1.86,2.1,0.24,1.98,-0.12
"Tourmaline",2026-05-01 08:00:00,2026-05-01 01:00:00,0.3,1.79,2.1,0.31,1.86,-0.07
"Tourmaline",2026-05-01 08:00:00,2026-05-01 08:00:00,0,2.1,2.1,0,1.79,0.31
"Tourmaline",2026-05-01 09:00:00,2026-04-27,4.4,1.99,2.01,0.02,NA,NA
"Tourmaline",2026-05-01 09:00:00,2026-04-28 01:00:00,3.3,1.96,2.01,0.05,1.99,-0.03
"Tourmaline",2026-05-01 09:00:00,2026-04-29 01:00:00,2.3,1.97,2.01,0.04,1.96,0.01
"Tourmaline",2026-05-01 09:00:00,2026-04-30 03:00:00,1.3,1.92,2.01,0.09,1.97,-0.05
"Tourmaline",2026-05-01 09:00:00,2026-05-01 01:00:00,0.3,2,2.01,0.01,1.92,0.08
"Tourmaline",2026-05-01 09:00:00,2026-05-01 08:00:00,0,2.01,2.01,0,2,0.01
"Tourmaline",2026-05-01 10:00:00,2026-04-27,4.4,1.95,2.01,0.06,NA,NA
"Tourmaline",2026-05-01 10:00:00,2026-04-28 01:00:00,3.4,2.02,2.01,0.01,1.95,0.07
"Tourmaline",2026-05-01 10:00:00,2026-04-29 01:00:00,2.4,1.97,2.01,0.04,2.02,-0.05
"Tourmaline",2026-05-01 10:00:00,2026-04-30 03:00:00,1.3,2.04,2.01,0.03,1.97,0.07
"Tourmaline",2026-05-01 10:00:00,2026-05-01 01:00:00,0.4,2.01,2.01,0,2.04,-0.03
"Tourmaline",2026-05-01 10:00:00,2026-05-01 08:00:00,0.1,2.01,2.01,0,2.01,0
"Tourmaline",2026-05-01 11:00:00,2026-04-27,4.5,1.97,2.12,0.15,NA,NA
"Tourmaline",2026-05-01 11:00:00,2026-04-28 01:00:00,3.4,2.06,2.12,0.06,1.97,0.09
"Tourmaline",2026-05-01 11:00:00,2026-04-29 01:00:00,2.4,1.99,2.12,0.13,2.06,-0.07
"Tourmaline",2026-05-01 11:00:00,2026-04-30 03:00:00,1.3,2.1,2.12,0.02,1.99,0.11
"Tourmaline",2026-05-01 11:00:00,2026-05-01 01:00:00,0.4,2.11,2.12,0.01,2.1,0.01
"Tourmaline",2026-05-01 11:00:00,2026-05-01 08:00:00,0.1,2.12,2.12,0,2.11,0.01
"Tourmaline",2026-05-01 12:00:00,2026-04-27,4.5,1.97,2.09,0.12,NA,NA
"Tourmaline",2026-05-01 12:00:00,2026-04-28 01:00:00,3.5,2.01,2.09,0.08,1.97,0.04
"Tourmaline",2026-05-01 12:00:00,2026-04-29 01:00:00,2.5,1.91,2.09,0.18,2.01,-0.1
"Tourmaline",2026-05-01 12:00:00,2026-04-30 03:00:00,1.4,2.04,2.09,0.05,1.91,0.13
"Tourmaline",2026-05-01 12:00:00,2026-05-01 01:00:00,0.5,2.09,2.09,0,2.04,0.05
"Tourmaline",2026-05-01 12:00:00,2026-05-01 08:00:00,0.2,2.09,2.09,0,2.09,0
"Tourmaline",2026-05-01 13:00:00,2026-04-27,4.5,2.05,2.09,0.04,NA,NA
"Tourmaline",2026-05-01 13:00:00,2026-04-28 01:00:00,3.5,2,2.09,0.09,2.05,-0.05
"Tourmaline",2026-05-01 13:00:00,2026-04-29 01:00:00,2.5,1.94,2.09,0.15,2,-0.06
"Tourmaline",2026-05-01 13:00:00,2026-04-30 03:00:00,1.4,2.02,2.09,0.07,1.94,0.08
"Tourmaline",2026-05-01 13:00:00,2026-05-01 01:00:00,0.5,2.1,2.09,0.01,2.02,0.08
"Tourmaline",2026-05-01 13:00:00,2026-05-01 08:00:00,0.2,2.09,2.09,0,2.1,-0.01
"Tourmaline",2026-05-01 14:00:00,2026-04-27,4.6,2.01,1.95,0.06,NA,NA
"Tourmaline",2026-05-01 14:00:00,2026-04-28 01:00:00,3.5,1.83,1.95,0.12,2.01,-0.18
"Tourmaline",2026-05-01 14:00:00,2026-04-29 01:00:00,2.5,1.9,1.95,0.05,1.83,0.07
"Tourmaline",2026-05-01 14:00:00,2026-04-30 03:00:00,1.5,1.87,1.95,0.08,1.9,-0.03
"Tourmaline",2026-05-01 14:00:00,2026-05-01 01:00:00,0.5,1.95,1.95,0,1.87,0.08
"Tourmaline",2026-05-01 14:00:00,2026-05-01 08:00:00,0.3,1.95,1.95,0,1.95,0
"Tourmaline",2026-05-01 15:00:00,2026-04-27,4.6,1.95,1.88,0.07,NA,NA
"Tourmaline",2026-05-01 15:00:00,2026-04-28 01:00:00,3.6,1.85,1.88,0.03,1.95,-0.1
"Tourmaline",2026-05-01 15:00:00,2026-04-29 01:00:00,2.6,1.89,1.88,0.01,1.85,0.04
"Tourmaline",2026-05-01 15:00:00,2026-04-30 03:00:00,1.5,1.85,1.88,0.03,1.89,-0.04
"Tourmaline",2026-05-01 15:00:00,2026-05-01 01:00:00,0.6,1.86,1.88,0.02,1.85,0.01
"Tourmaline",2026-05-01 15:00:00,2026-05-01 08:00:00,0.3,1.88,1.88,0,1.86,0.02
"Tourmaline",2026-05-01 16:00:00,2026-04-27,4.7,1.86,1.83,0.03,NA,NA
"Tourmaline",2026-05-01 16:00:00,2026-04-28 01:00:00,3.6,1.81,1.83,0.02,1.86,-0.05
"Tourmaline",2026-05-01 16:00:00,2026-04-29 01:00:00,2.6,1.86,1.83,0.03,1.81,0.05
"Tourmaline",2026-05-01 16:00:00,2026-04-30 03:00:00,1.5,1.79,1.83,0.04,1.86,-0.07
"Tourmaline",2026-05-01 16:00:00,2026-05-01 01:00:00,0.6,1.85,1.83,0.02,1.79,0.06
"Tourmaline",2026-05-01 16:00:00,2026-05-01 08:00:00,0.3,1.83,1.83,0,1.85,-0.02
"Tourmaline",2026-05-01 17:00:00,2026-04-27,4.7,1.76,1.83,0.07,NA,NA
"Tourmaline",2026-05-01 17:00:00,2026-04-28 01:00:00,3.7,1.8,1.83,0.03,1.76,0.04
"Tourmaline",2026-05-01 17:00:00,2026-04-29 01:00:00,2.7,1.82,1.83,0.01,1.8,0.02
"Tourmaline",2026-05-01 17:00:00,2026-04-30 03:00:00,1.6,1.82,1.83,0.01,1.82,0
"Tourmaline",2026-05-01 17:00:00,2026-05-01 01:00:00,0.7,1.84,1.83,0.01,1.82,0.02
"Tourmaline",2026-05-01 17:00:00,2026-05-01 08:00:00,0.4,1.83,1.83,0,1.84,-0.01
"Tourmaline",2026-05-01 18:00:00,2026-04-27,4.8,1.69,1.71,0.02,NA,NA
"Tourmaline",2026-05-01 18:00:00,2026-04-28 01:00:00,3.7,1.7,1.71,0.01,1.69,0.01
"Tourmaline",2026-05-01 18:00:00,2026-04-29 01:00:00,2.7,1.73,1.71,0.02,1.7,0.03
"Tourmaline",2026-05-01 18:00:00,2026-04-30 03:00:00,1.6,1.84,1.71,0.13,1.73,0.11
"Tourmaline",2026-05-01 18:00:00,2026-05-01 01:00:00,0.7,1.71,1.71,0,1.84,-0.13
"Tourmaline",2026-05-01 18:00:00,2026-05-01 08:00:00,0.4,1.71,1.71,0,1.71,0
"Tourmaline",2026-05-01 19:00:00,2026-04-27,4.8,1.63,1.65,0.02,NA,NA
"Tourmaline",2026-05-01 19:00:00,2026-04-28 01:00:00,3.8,1.53,1.65,0.12,1.63,-0.1
"Tourmaline",2026-05-01 19:00:00,2026-04-29 01:00:00,2.8,1.56,1.65,0.09,1.53,0.03
"Tourmaline",2026-05-01 19:00:00,2026-04-30 03:00:00,1.7,1.6,1.65,0.05,1.56,0.04
"Tourmaline",2026-05-01 19:00:00,2026-05-01 01:00:00,0.8,1.62,1.65,0.03,1.6,0.02
"Tourmaline",2026-05-01 19:00:00,2026-05-01 08:00:00,0.5,1.65,1.65,0,1.62,0.03
"Tourmaline",2026-05-01 20:00:00,2026-04-27,4.8,1.7,1.56,0.14,NA,NA
"Tourmaline",2026-05-01 20:00:00,2026-04-28 01:00:00,3.8,1.63,1.56,0.07,1.7,-0.07
"Tourmaline",2026-05-01 20:00:00,2026-04-29 01:00:00,2.8,1.53,1.56,0.03,1.63,-0.1
"Tourmaline",2026-05-01 20:00:00,2026-04-30 03:00:00,1.7,1.48,1.56,0.08,1.53,-0.05
"Tourmaline",2026-05-01 20:00:00,2026-05-01 01:00:00,0.8,1.58,1.56,0.02,1.48,0.1
"Tourmaline",2026-05-01 20:00:00,2026-05-01 08:00:00,0.5,1.56,1.56,0,1.58,-0.02
"Tourmaline",2026-05-01 21:00:00,2026-04-27,4.9,1.67,1.56,0.11,NA,NA
"Tourmaline",2026-05-01 21:00:00,2026-04-28 01:00:00,3.8,1.59,1.56,0.03,1.67,-0.08
"Tourmaline",2026-05-01 21:00:00,2026-04-29 01:00:00,2.8,1.54,1.56,0.02,1.59,-0.05
"Tourmaline",2026-05-01 21:00:00,2026-04-30 03:00:00,1.8,1.4,1.56,0.16,1.54,-0.14
"Tourmaline",2026-05-01 21:00:00,2026-05-01 01:00:00,0.8,1.58,1.56,0.02,1.4,0.18
"Tourmaline",2026-05-01 21:00:00,2026-05-01 08:00:00,0.5,1.56,1.56,0,1.58,-0.02
"Tourmaline",2026-05-01 22:00:00,2026-04-27,4.9,1.63,1.57,0.06,NA,NA
"Tourmaline",2026-05-01 22:00:00,2026-04-28 01:00:00,3.9,1.62,1.57,0.05,1.63,-0.01
"Tourmaline",2026-05-01 22:00:00,2026-04-29 01:00:00,2.9,1.45,1.57,0.12,1.62,-0.17
"Tourmaline",2026-05-01 22:00:00,2026-04-30 03:00:00,1.8,1.29,1.57,0.28,1.45,-0.16
"Tourmaline",2026-05-01 22:00:00,2026-05-01 01:00:00,0.9,1.55,1.57,0.02,1.29,0.26
"Tourmaline",2026-05-01 22:00:00,2026-05-01 08:00:00,0.6,1.57,1.57,0,1.55,0.02
"Tourmaline",2026-05-01 23:00:00,2026-04-27,5,1.54,1.46,0.08,NA,NA
"Tourmaline",2026-05-01 23:00:00,2026-04-28 01:00:00,3.9,1.58,1.46,0.12,1.54,0.04
"Tourmaline",2026-05-01 23:00:00,2026-04-29 01:00:00,2.9,1.31,1.46,0.15,1.58,-0.27
"Tourmaline",2026-05-01 23:00:00,2026-04-30 03:00:00,1.8,1.18,1.46,0.28,1.31,-0.13
"Tourmaline",2026-05-01 23:00:00,2026-05-01 01:00:00,0.9,1.45,1.46,0.01,1.18,0.27
"Tourmaline",2026-05-01 23:00:00,2026-05-01 08:00:00,0.6,1.46,1.46,0,1.45,0.01
"Tourmaline",2026-05-02,2026-04-27,5,1.48,1.43,0.05,NA,NA
"Tourmaline",2026-05-02,2026-04-28 01:00:00,4,1.61,1.43,0.18,1.48,0.13
"Tourmaline",2026-05-02,2026-04-29 01:00:00,3,1.35,1.43,0.08,1.61,-0.26
"Tourmaline",2026-05-02,2026-04-30 03:00:00,1.9,1.24,1.43,0.19,1.35,-0.11
"Tourmaline",2026-05-02,2026-05-01 01:00:00,1,1.43,1.43,0,1.24,0.19
"Tourmaline",2026-05-02,2026-05-01 08:00:00,0.7,1.43,1.43,0,1.43,0
"Tourmaline",2026-05-02 01:00:00,2026-04-27,5,1.54,1.49,0.05,NA,NA
"Tourmaline",2026-05-02 01:00:00,2026-04-28 01:00:00,4,1.61,1.49,0.12,1.54,0.07
"Tourmaline",2026-05-02 01:00:00,2026-04-29 01:00:00,3,1.41,1.49,0.08,1.61,-0.2
"Tourmaline",2026-05-02 01:00:00,2026-04-30 03:00:00,1.9,1.43,1.49,0.06,1.41,0.02
"Tourmaline",2026-05-02 01:00:00,2026-05-01 01:00:00,1,1.49,1.49,0,1.43,0.06
"Tourmaline",2026-05-02 01:00:00,2026-05-01 08:00:00,0.7,1.49,1.49,0,1.49,0
"Tourmaline",2026-05-02 02:00:00,2026-04-27,5.1,1.55,1.53,0.02,NA,NA
"Tourmaline",2026-05-02 02:00:00,2026-04-28 01:00:00,4,1.57,1.53,0.04,1.55,0.02
"Tourmaline",2026-05-02 02:00:00,2026-04-29 01:00:00,3,1.51,1.53,0.02,1.57,-0.06
"Tourmaline",2026-05-02 02:00:00,2026-04-30 03:00:00,2,1.52,1.53,0.01,1.51,0.01
"Tourmaline",2026-05-02 02:00:00,2026-05-01 01:00:00,1,1.53,1.53,0,1.52,0.01
"Tourmaline",2026-05-02 02:00:00,2026-05-01 08:00:00,0.8,1.53,1.53,0,1.53,0
"Tourmaline",2026-05-02 03:00:00,2026-04-27,5.1,1.56,1.51,0.05,NA,NA
"Tourmaline",2026-05-02 03:00:00,2026-04-28 01:00:00,4.1,1.52,1.51,0.01,1.56,-0.04
"Tourmaline",2026-05-02 03:00:00,2026-04-29 01:00:00,3.1,1.62,1.51,0.11,1.52,0.1
"Tourmaline",2026-05-02 03:00:00,2026-04-30 03:00:00,2,1.64,1.51,0.13,1.62,0.02
"Tourmaline",2026-05-02 03:00:00,2026-05-01 01:00:00,1.1,1.54,1.51,0.03,1.64,-0.1
"Tourmaline",2026-05-02 03:00:00,2026-05-01 08:00:00,0.8,1.51,1.51,0,1.54,-0.03
"Tourmaline",2026-05-02 04:00:00,2026-04-27,5.2,1.51,1.56,0.05,NA,NA
"Tourmaline",2026-05-02 04:00:00,2026-04-28 01:00:00,4.1,1.48,1.56,0.08,1.51,-0.03
"Tourmaline",2026-05-02 04:00:00,2026-04-29 01:00:00,3.1,1.59,1.56,0.03,1.48,0.11
"Tourmaline",2026-05-02 04:00:00,2026-04-30 03:00:00,2,1.64,1.56,0.08,1.59,0.05
"Tourmaline",2026-05-02 04:00:00,2026-05-01 01:00:00,1.1,1.58,1.56,0.02,1.64,-0.06
"Tourmaline",2026-05-02 04:00:00,2026-05-01 08:00:00,0.8,1.56,1.56,0,1.58,-0.02
"Tourmaline",2026-05-02 05:00:00,2026-04-27,5.2,1.5,1.61,0.11,NA,NA
"Tourmaline",2026-05-02 05:00:00,2026-04-28 01:00:00,4.2,1.5,1.61,0.11,1.5,0
"Tourmaline",2026-05-02 05:00:00,2026-04-29 01:00:00,3.2,1.7,1.61,0.09,1.5,0.2
"Tourmaline",2026-05-02 05:00:00,2026-04-30 03:00:00,2.1,1.61,1.61,0,1.7,-0.09
"Tourmaline",2026-05-02 05:00:00,2026-05-01 01:00:00,1.2,1.6,1.61,0.01,1.61,-0.01
"Tourmaline",2026-05-02 05:00:00,2026-05-01 08:00:00,0.9,1.61,1.61,0,1.6,0.01
"Tourmaline",2026-05-02 06:00:00,2026-04-27,5.3,1.54,1.76,0.22,NA,NA
"Tourmaline",2026-05-02 06:00:00,2026-04-28 01:00:00,4.2,1.64,1.76,0.12,1.54,0.1
"Tourmaline",2026-05-02 06:00:00,2026-04-29 01:00:00,3.2,1.71,1.76,0.05,1.64,0.07
"Tourmaline",2026-05-02 06:00:00,2026-04-30 03:00:00,2.1,1.67,1.76,0.09,1.71,-0.04
"Tourmaline",2026-05-02 06:00:00,2026-05-01 01:00:00,1.2,1.74,1.76,0.02,1.67,0.07
"Tourmaline",2026-05-02 06:00:00,2026-05-01 08:00:00,0.9,1.76,1.76,0,1.74,0.02
"Tourmaline",2026-05-02 07:00:00,2026-04-27,5.3,1.71,1.97,0.26,NA,NA
"Tourmaline",2026-05-02 07:00:00,2026-04-28 01:00:00,4.3,1.83,1.97,0.14,1.71,0.12
"Tourmaline",2026-05-02 07:00:00,2026-04-29 01:00:00,3.3,1.92,1.97,0.05,1.83,0.09
"Tourmaline",2026-05-02 07:00:00,2026-04-30 03:00:00,2.2,1.81,1.97,0.16,1.92,-0.11
"Tourmaline",2026-05-02 07:00:00,2026-05-01 01:00:00,1.3,1.95,1.97,0.02,1.81,0.14
"Tourmaline",2026-05-02 07:00:00,2026-05-01 08:00:00,1,1.97,1.97,0,1.95,0.02
"Tourmaline",2026-05-02 08:00:00,2026-04-27,5.3,1.73,2.07,0.34,NA,NA
"Tourmaline",2026-05-02 08:00:00,2026-04-28 01:00:00,4.3,1.87,2.07,0.2,1.73,0.14
"Tourmaline",2026-05-02 08:00:00,2026-04-29 01:00:00,3.3,1.99,2.07,0.08,1.87,0.12
"Tourmaline",2026-05-02 08:00:00,2026-04-30 03:00:00,2.2,1.98,2.07,0.09,1.99,-0.01
"Tourmaline",2026-05-02 08:00:00,2026-05-01 01:00:00,1.3,2.02,2.07,0.05,1.98,0.04
"Tourmaline",2026-05-02 08:00:00,2026-05-01 08:00:00,1,2.07,2.07,0,2.02,0.05
"Tourmaline",2026-05-02 09:00:00,2026-04-27,5.4,1.81,2.09,0.28,NA,NA
"Tourmaline",2026-05-02 09:00:00,2026-04-28 01:00:00,4.3,1.93,2.09,0.16,1.81,0.12
"Tourmaline",2026-05-02 09:00:00,2026-04-29 01:00:00,3.3,2.1,2.09,0.01,1.93,0.17
"Tourmaline",2026-05-02 09:00:00,2026-04-30 03:00:00,2.3,2.03,2.09,0.06,2.1,-0.07
"Tourmaline",2026-05-02 09:00:00,2026-05-01 01:00:00,1.3,2.06,2.09,0.03,2.03,0.03
"Tourmaline",2026-05-02 09:00:00,2026-05-01 08:00:00,1,2.09,2.09,0,2.06,0.03
"Tourmaline",2026-05-02 10:00:00,2026-04-27,5.4,1.86,2.11,0.25,NA,NA
"Tourmaline",2026-05-02 10:00:00,2026-04-28 01:00:00,4.4,2.03,2.11,0.08,1.86,0.17
"Tourmaline",2026-05-02 10:00:00,2026-04-29 01:00:00,3.4,2.08,2.11,0.03,2.03,0.05
"Tourmaline",2026-05-02 10:00:00,2026-04-30 03:00:00,2.3,2.05,2.11,0.06,2.08,-0.03
"Tourmaline",2026-05-02 10:00:00,2026-05-01 01:00:00,1.4,2.06,2.11,0.05,2.05,0.01
"Tourmaline",2026-05-02 10:00:00,2026-05-01 08:00:00,1.1,2.11,2.11,0,2.06,0.05
"Tourmaline",2026-05-02 11:00:00,2026-04-27,5.5,1.93,2.06,0.13,NA,NA
"Tourmaline",2026-05-02 11:00:00,2026-04-28 01:00:00,4.4,2.12,2.06,0.06,1.93,0.19
"Tourmaline",2026-05-02 11:00:00,2026-04-29 01:00:00,3.4,2.13,2.06,0.07,2.12,0.01
"Tourmaline",2026-05-02 11:00:00,2026-04-30 03:00:00,2.3,2.14,2.06,0.08,2.13,0.01
"Tourmaline",2026-05-02 11:00:00,2026-05-01 01:00:00,1.4,2.02,2.06,0.04,2.14,-0.12
"Tourmaline",2026-05-02 11:00:00,2026-05-01 08:00:00,1.1,2.06,2.06,0,2.02,0.04
"Tourmaline",2026-05-02 12:00:00,2026-04-27,5.5,1.9,2.04,0.14,NA,NA
"Tourmaline",2026-05-02 12:00:00,2026-04-28 01:00:00,4.5,2.06,2.04,0.02,1.9,0.16
"Tourmaline",2026-05-02 12:00:00,2026-04-29 01:00:00,3.5,2.1,2.04,0.06,2.06,0.04
"Tourmaline",2026-05-02 12:00:00,2026-04-30 03:00:00,2.4,2.07,2.04,0.03,2.1,-0.03
"Tourmaline",2026-05-02 12:00:00,2026-05-01 01:00:00,1.5,1.95,2.04,0.09,2.07,-0.12
"Tourmaline",2026-05-02 12:00:00,2026-05-01 08:00:00,1.2,2.04,2.04,0,1.95,0.09
"Tourmaline",2026-05-02 13:00:00,2026-04-27,5.5,1.77,2,0.23,NA,NA
